Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Liquidity_State,Leverage_State,Efficiency_State,Size_State,Profitability_State
BBC,Bánh kẹo BIBICA,HOSE,Hàng Tiêu dùng,2020,-0.1230699636307431,-0.3687715753934383,,-0.3776505997201196,-0.0354750406968349,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
BBC,Bánh kẹo BIBICA,HOSE,Hàng Tiêu dùng,2021,-0.2383380802862318,-0.3143834872881491,-0.0944973797378707,-0.4372590876473497,-0.6765194619725673,Trung bình,Trung bình,Trung bình,Trung bình,Thấp
BBC,Bánh kẹo BIBICA,HOSE,Hàng Tiêu dùng,2022,-0.1179295908519297,-0.4293998587234923,-0.322084028626693,-0.3390065846455931,0.3393760970698268,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
BBC,Bánh kẹo BIBICA,HOSE,Hàng Tiêu dùng,2023,-0.2648120995998868,-0.009591548259557,-0.498226195832736,-0.2704923615144102,0.0289560432287801,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
BBC,Bánh kẹo BIBICA,HOSE,Hàng Tiêu dùng,2024,-0.0306349324137987,-0.1688564545809313,-0.235691561265677,-0.2475658142096348,0.0677143294709652,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
BCE,XD và GT Bình Dương,HOSE,Công nghiệp,2020,-0.4302017641202726,0.0996301500313763,,-0.3969517198197543,-0.0728746622335965,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
BCE,XD và GT Bình Dương,HOSE,Công nghiệp,2021,-0.2281266263185171,-0.0338982690466539,-0.4425603546641227,-0.9412911997719372,-0.3747428136674838,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BCE,XD và GT Bình Dương,HOSE,Công nghiệp,2022,-0.3819962453161911,-0.1689671982494331,-0.4005477627957051,-1.1416329305877773,-1.0411489802009937,Trung bình,Trung bình,Trung bình,Thấp,Thấp
BCE,XD và GT Bình Dương,HOSE,Công nghiệp,2023,-0.3643233846433036,-0.0781207792604646,-0.4679363323733672,-1.030178199497651,-0.6777008162695989,Trung bình,Trung bình,Trung bình,Thấp,Thấp
BCE,XD và GT Bình Dương,HOSE,Công nghiệp,2024,-0.3089418818963168,-0.2116331741989974,-0.4167596242550389,-0.7628215231705341,0.1653660550519489,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BCG,Bamboo Capital,HOSE,Tài chính,2020,-0.4037368957704784,1.8149932153251296,,0.7711643005712124,-0.4981868039437579,Trung bình,Cao,Không xác định,Cao,Trung bình
BCG,Bamboo Capital,HOSE,Tài chính,2021,-0.3438313782518584,0.9284575484996584,-0.3321964821396779,0.8991052238534082,0.1018080145338448,Trung bình,Cao,Trung bình,Cao,Trung bình
BCG,Bamboo Capital,HOSE,Tài chính,2022,-0.2929369458799368,0.0314308331606215,-0.2934997899000701,1.089123627416814,-0.0827297488259174,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BCG,Bamboo Capital,HOSE,Tài chính,2023,-0.1998864392435897,-0.1127845687043647,-0.3401688561221517,1.0533827141886158,-0.4232743233770872,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BCG,Bamboo Capital,HOSE,Tài chính,2024,-0.1598535820701107,0.1154989290058423,-0.2178181861323502,1.0384134286428413,0.0318995210168976,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BCM,Becamex IDC,HOSE,Tài chính,2020,-0.4925862035344491,0.1050543055105541,,1.386096119277497,0.2268337249975136,Trung bình,Trung bình,Không xác định,Cao,Trung bình
BCM,Becamex IDC,HOSE,Tài chính,2021,-0.4275714180174636,0.0764477376991158,-0.2069992769039939,1.2751492363316572,-0.099859362423369,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BCM,Becamex IDC,HOSE,Tài chính,2022,-0.4686345556757936,0.1015691991021331,-0.2210119785476524,1.2237383306570644,0.2941656209574464,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BCM,Becamex IDC,HOSE,Tài chính,2023,-0.2434703991223114,0.0279958448353274,-0.2003690662723851,1.307792468516337,0.3360695829446836,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BCM,Becamex IDC,HOSE,Tài chính,2024,-0.1866422678805375,0.1196213699270625,-0.214709793669287,1.1595866918238211,0.2148362919059959,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BFC,Phân bón Bình Điền,HOSE,Nguyên vật liệu,2020,-0.2245939637354499,0.2728312357601679,,0.6011237950403082,0.0754227533839196,Trung bình,Trung bình,Không xác định,Cao,Trung bình
BFC,Phân bón Bình Điền,HOSE,Nguyên vật liệu,2021,-0.3368441629989898,0.3349822163436006,0.7654395647642087,0.6573686191979936,0.1078389050247138,Trung bình,Trung bình,Cao,Cao,Trung bình
BFC,Phân bón Bình Điền,HOSE,Nguyên vật liệu,2022,-0.2999980088298748,0.4792685474213839,0.2217596844942402,0.6916261951414484,0.1117084656052572,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BFC,Phân bón Bình Điền,HOSE,Nguyên vật liệu,2023,-0.3160558993966593,0.145424854494378,0.597726255464861,0.66625911518513,0.1080163553608182,Trung bình,Trung bình,Cao,Cao,Trung bình
BFC,Phân bón Bình Điền,HOSE,Nguyên vật liệu,2024,-0.2410673863043113,-0.0928241642372615,0.6777399642831312,0.5937856321548243,1.0098703578949866,Trung bình,Trung bình,Cao,Cao,Cao
BHN,HABECO,HOSE,Hàng Tiêu dùng,2020,0.434196365688752,-0.4188590196864206,,0.8710575557266169,0.1795484131915061,Trung bình,Trung bình,Không xác định,Cao,Trung bình
BHN,HABECO,HOSE,Hàng Tiêu dùng,2021,0.0026502780646512,-0.4344901626430539,-0.0079259268739289,0.7765769696368228,-0.2839729332769569,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BHN,HABECO,HOSE,Hàng Tiêu dùng,2022,0.1391421837523168,-0.4201416127424159,0.0686897894090703,0.7588699892805101,0.091614070454497,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BHN,HABECO,HOSE,Hàng Tiêu dùng,2023,0.3650582618183149,-0.0333694832957454,0.0882858378793447,0.7252503013237557,0.0290717964945959,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BHN,HABECO,HOSE,Hàng Tiêu dùng,2024,0.0924310532510217,-0.1905321983530637,0.4966973059332883,0.6985695809011596,0.0458731234980042,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BIC,Bảo hiểm BIDV,HOSE,Tài chính,2020,-0.3251985571309734,-0.036313077498168,,0.2619236332320523,0.0009845626907698,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
BIC,Bảo hiểm BIDV,HOSE,Tài chính,2021,-0.4815336623962019,-0.156769105644837,-1.881095882976984,0.1835832247321152,0.1445118953766952,Trung bình,Trung bình,Thấp,Trung bình,Trung bình
BIC,Bảo hiểm BIDV,HOSE,Tài chính,2022,-0.3489786304995879,0.0117125322471381,-1.6621600947481123,0.2726202930910785,0.4317286190449891,Trung bình,Trung bình,Thấp,Trung bình,Trung bình
BIC,Bảo hiểm BIDV,HOSE,Tài chính,2023,-0.2163867368083261,0.0117442995566677,-1.1805467357976824,0.4452343469378844,0.6311979399941985,Trung bình,Trung bình,Thấp,Trung bình,Cao
BIC,Bảo hiểm BIDV,HOSE,Tài chính,2024,-0.185905475072164,0.0883768473045405,-1.2653121989631484,0.47580702121724,0.3446601101965967,Trung bình,Trung bình,Thấp,Trung bình,Trung bình
BID,BIDV,HOSE,Ngân hàng,2020,,1.9592336681084288,,0.9650422249045716,,Không xác định,Cao,Không xác định,Cao,Không xác định
BID,BIDV,HOSE,Ngân hàng,2021,,2.0908088711901103,,0.9662944562806112,,Không xác định,Cao,Không xác định,Cao,Không xác định
BID,BIDV,HOSE,Ngân hàng,2022,,2.274357564276104,,0.9479007914936805,,Không xác định,Cao,Không xác định,Cao,Không xác định
BID,BIDV,HOSE,Ngân hàng,2023,,2.109984623581288,,0.932438189311334,,Không xác định,Cao,Không xác định,Cao,Không xác định
BID,BIDV,HOSE,Ngân hàng,2024,,2.6149100044771934,,0.9543910952938628,,Không xác định,Cao,Không xác định,Cao,Không xác định
BKG,Đầu tư BKG Việt Nam,HOSE,Hàng Tiêu dùng,2020,1.092075557068923,-0.4535073964845948,,-1.2710974892662064,-0.2845192862274192,Cao,Trung bình,Không xác định,Thấp,Trung bình
BKG,Đầu tư BKG Việt Nam,HOSE,Hàng Tiêu dùng,2021,0.8668418096211311,-0.6041253015009946,-0.2119511073092145,-1.3004412046721154,-0.2447353011198742,Cao,Thấp,Trung bình,Thấp,Trung bình
BKG,Đầu tư BKG Việt Nam,HOSE,Hàng Tiêu dùng,2022,3.474228560793485,-0.5666475720775052,-0.4263221345070651,-1.1063611719815447,-0.1723844659137977,Cao,Thấp,Trung bình,Thấp,Trung bình
BKG,Đầu tư BKG Việt Nam,HOSE,Hàng Tiêu dùng,2023,5.305483500845959,-0.0582538626330087,-0.5990430066680817,-1.3412713953069595,-0.1644712527632049,Cao,Trung bình,Thấp,Thấp,Trung bình
BKG,Đầu tư BKG Việt Nam,HOSE,Hàng Tiêu dùng,2024,1.1897257917311137,-0.2945172426663758,-0.5482952409817581,-1.2257450133591488,-0.1623591050421058,Cao,Trung bình,Thấp,Thấp,Trung bình
BMC,Khoáng sản Bình Định,HOSE,Nguyên vật liệu,2020,0.2323195238067411,-0.4223652524410949,,-1.3621880908021122,0.0342461341072893,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
BMC,Khoáng sản Bình Định,HOSE,Nguyên vật liệu,2021,1.085620066741921,-0.4898737727470071,0.2862724263765066,-1.4594144488026273,-0.0457968765764043,Cao,Trung bình,Trung bình,Thấp,Trung bình
BMC,Khoáng sản Bình Định,HOSE,Nguyên vật liệu,2022,1.102895648274259,-0.4648381076433881,1.2764054270949023,-1.5475418167709782,0.3661571003512979,Cao,Trung bình,Cao,Thấp,Trung bình
BMC,Khoáng sản Bình Định,HOSE,Nguyên vật liệu,2023,1.7431014579826904,-0.2895877298389503,-0.056742650315698,-1.514239963312606,0.7273427365591209,Cao,Trung bình,Trung bình,Thấp,Cao
BMC,Khoáng sản Bình Định,HOSE,Nguyên vật liệu,2024,1.1887983930463628,-0.479784492272738,-0.0245968382013367,-1.3999179222949245,0.4208239317912861,Cao,Trung bình,Trung bình,Thấp,Trung bình
BMI,Bảo hiểm Bảo Minh,HOSE,Tài chính,2020,-0.3913777896657833,0.1136018939978727,,0.5069700366621946,-0.4886735295871605,Trung bình,Trung bình,Không xác định,Cao,Trung bình
BMI,Bảo hiểm Bảo Minh,HOSE,Tài chính,2021,-0.5364524233518976,0.1612334726817702,0.2203351873139825,0.4147608172144758,-0.1885318142526789,Thấp,Trung bình,Trung bình,Trung bình,Trung bình
BMI,Bảo hiểm Bảo Minh,HOSE,Tài chính,2022,-0.3883446635342245,0.124984479493045,0.6264280569143005,0.4390832625775239,0.3711939793896071,Trung bình,Trung bình,Cao,Trung bình,Trung bình
BMI,Bảo hiểm Bảo Minh,HOSE,Tài chính,2023,-0.216612292060971,-0.0099400499458672,0.7992142365152319,0.4869683806285134,0.3647555635765067,Trung bình,Trung bình,Cao,Trung bình,Trung bình
BMI,Bảo hiểm Bảo Minh,HOSE,Tài chính,2024,-0.1766254508725206,0.0176310091476258,0.9381919561738012,0.4724271223616073,0.136411962497598,Trung bình,Trung bình,Cao,Trung bình,Trung bình
BMP,Nhựa Bình Minh,HOSE,Công nghiệp,2020,0.4629691107801382,-0.4587698258582622,,0.8038366820187942,0.7442258898172026,Trung bình,Trung bình,Không xác định,Cao,Cao
BMP,Nhựa Bình Minh,HOSE,Công nghiệp,2021,0.0003447365068549,-0.4146852686308341,0.580509124313154,0.6965766563062712,0.0227449432291949,Trung bình,Trung bình,Cao,Cao,Trung bình
BMP,Nhựa Bình Minh,HOSE,Công nghiệp,2022,0.5284536712436229,-0.3931926169352843,0.7594310885517422,0.7510024985461061,0.9191329895869194,Cao,Trung bình,Cao,Cao,Cao
BMP,Nhựa Bình Minh,HOSE,Công nghiệp,2023,0.64946443758765,-0.3946784143387593,1.4126416825188135,0.7355180264617548,2.3772115131918263,Cao,Trung bình,Cao,Cao,Cao
BMP,Nhựa Bình Minh,HOSE,Công nghiệp,2024,0.7020700973164885,-0.4875253154610943,1.208581563208405,0.5935786734221863,1.65552078126351,Cao,Trung bình,Cao,Cao,Cao
BRC,Cao su Bến Thành,HOSE,Nguyên vật liệu,2020,-0.1637284142755279,-0.2810784223181533,,-1.191896028247304,0.1526265839898836,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
BRC,Cao su Bến Thành,HOSE,Nguyên vật liệu,2021,-0.2009907272519168,-0.3371447553343281,-0.1519551208437908,-1.1114094435316182,-0.1922344341198845,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BRC,Cao su Bến Thành,HOSE,Nguyên vật liệu,2022,-0.204956888458192,-0.292450743600907,-0.2094956489502509,-1.2627186187408057,0.1504581832889941,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BRC,Cao su Bến Thành,HOSE,Nguyên vật liệu,2023,-0.1171512292378534,-0.2122029954789667,-0.1294804178269477,-1.263390724859022,0.3536408602476692,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BRC,Cao su Bến Thành,HOSE,Nguyên vật liệu,2024,-0.1886342907604958,-0.3327251712595296,-0.0539347806697418,-1.1166147388672751,0.2152145849053425,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BSI,Chứng khoán BIDV,HOSE,Tài chính,2020,-0.4596581389920017,-0.1854963485108782,,-0.1966721431409263,-0.2335972208341871,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
BSI,Chứng khoán BIDV,HOSE,Tài chính,2021,-0.5420461444221528,0.2888281414116229,,0.0450185422198553,0.2835943442605607,Thấp,Trung bình,Không xác định,Trung bình,Trung bình
BSI,Chứng khoán BIDV,HOSE,Tài chính,2022,0.1236783567151561,-0.4511559136365665,,-0.0358101154703357,-0.0878094840335096,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
BSI,Chứng khoán BIDV,HOSE,Tài chính,2023,-0.1999827845688565,-0.3169705500052958,,0.207534055356777,0.2918634822039063,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
BSI,Chứng khoán BIDV,HOSE,Tài chính,2024,-0.1954600175419517,-0.1461579337655967,,0.2528799079972162,0.1850160859263596,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
BSR,Lọc Hóa dầu Bình Sơn,HOSE,Dầu khí,2023,0.6538926331636644,-0.8605244716843492,,0.6437102468892426,0.8780577926554399,Cao,Thấp,Không xác định,Cao,Cao
BSR,Lọc Hóa dầu Bình Sơn,HOSE,Dầu khí,2024,1.1088765567635437,-0.8754340450568925,0.0666667064576698,0.5874399543515988,-1.0770301743017696,Cao,Thấp,Trung bình,Cao,Thấp
BTP,Nhiệt điện Bà Rịa,HOSE,Tiện ích Cộng đồng,2020,0.9970056228789568,-0.3398980527223673,,-0.2578825795171168,-0.2274230538635845,Cao,Trung bình,Không xác định,Trung bình,Trung bình
BTP,Nhiệt điện Bà Rịa,HOSE,Tiện ích Cộng đồng,2021,-0.0043812735494178,-0.5152187477846091,-0.142174929052547,-0.1293517168857814,-0.3627350396256124,Trung bình,Thấp,Trung bình,Trung bình,Trung bình
BTP,Nhiệt điện Bà Rịa,HOSE,Tiện ích Cộng đồng,2022,0.8205465441818268,-0.4589899663506371,-0.2219369327750538,-0.5350354158381537,-0.6056334084163879,Cao,Trung bình,Trung bình,Thấp,Thấp
BTP,Nhiệt điện Bà Rịa,HOSE,Tiện ích Cộng đồng,2023,1.4555223313493355,-0.3375231575803576,-0.0988415123807982,-0.4399753159849782,-0.4726485239809101,Cao,Trung bình,Trung bình,Trung bình,Trung bình
BTP,Nhiệt điện Bà Rịa,HOSE,Tiện ích Cộng đồng,2024,0.3006779501206865,-0.4160486454142876,-0.1934245443414267,-0.6979231361604528,-0.3130919017437408,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BTT,TM - DV Bến Thành,HOSE,Dịch vụ Tiêu dùng,2020,-0.1970553199224957,-0.2965236364294863,,-0.8115418595949003,0.1672238860726721,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
BTT,TM - DV Bến Thành,HOSE,Dịch vụ Tiêu dùng,2021,0.1110169581116258,-0.2404081599776616,-0.2973758338849884,-0.9457047454288854,0.090740838756417,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BTT,TM - DV Bến Thành,HOSE,Dịch vụ Tiêu dùng,2022,0.1641156352514824,-0.1676101481569771,-0.2760021795168985,-0.9102790614046636,-0.273347539463189,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BTT,TM - DV Bến Thành,HOSE,Dịch vụ Tiêu dùng,2023,0.2251297411806375,-0.1437927824130195,-0.2567053759306714,-0.831462911467088,0.4151383844811278,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BTT,TM - DV Bến Thành,HOSE,Dịch vụ Tiêu dùng,2024,-0.0564681442252797,-0.1566938168152691,-0.1591391667830243,-0.8287817798831052,0.2775355571414922,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,2020,1.1016390770160185,1.5325296759550526,,2.2682939782908136,-0.6782353353954642,Cao,Cao,Không xác định,Cao,Thấp
BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,2021,0.7496265419662563,1.9224538880499236,-0.1563722897677683,2.197073473688329,-0.3311976443598995,Cao,Cao,Trung bình,Cao,Trung bình
BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,2022,0.2896629472440389,2.490981773273862,-0.0869157053407505,2.2383717646447208,0.0064240454639746,Trung bình,Cao,Trung bình,Cao,Trung bình
BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,2023,-0.0329200828883962,2.5998388143372497,-0.0692206990844541,2.206129567911617,-0.123606526032498,Trung bình,Cao,Trung bình,Cao,Trung bình
BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,2024,-0.0742625801235452,2.891180314165965,-0.079441800710514,2.157412925425146,0.023292094458358,Trung bình,Cao,Trung bình,Cao,Trung bình
BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,2020,-0.3302192590820428,0.18765587243689,,0.716334816942412,0.2577498367636744,Trung bình,Trung bình,Không xác định,Cao,Trung bình
BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,2021,-0.3421240272333817,-0.0858716575270061,-0.2673584645288124,0.7061619941952222,0.257394021030268,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,2022,-0.5009479210395609,-0.0350361414347551,-0.2197118190105801,0.6853756685786093,-0.0644967244137682,Thấp,Trung bình,Trung bình,Cao,Trung bình
BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,2023,-0.4581177758454576,0.2566069988705069,-0.2314356906281018,0.7484625903514219,-0.0299126029639565,Trung bình,Trung bình,Trung bình,Cao,Trung bình
BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,2024,-0.4060710755720064,-0.0289778698958542,-0.2497808469781123,0.8473752369599181,0.0042085254462015,Trung bình,Trung bình,Trung bình,Cao,Trung bình
C32,CIC39,HOSE,Công nghiệp,2020,-0.3674073455998183,-0.2577669931693349,,-0.2526812154973541,0.2553829326865783,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
C32,CIC39,HOSE,Công nghiệp,2021,-0.1822825760095474,-0.2232900776491307,-0.234785281172776,-0.3903900618325812,0.1649369943377189,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
C32,CIC39,HOSE,Công nghiệp,2022,-0.2772035223462135,-0.1515412617823705,-0.2233242681228558,-0.4307356836281086,-0.2535827989402959,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
C32,CIC39,HOSE,Công nghiệp,2023,-0.3406984185930934,-0.2334685742072392,-0.2216470252359429,-0.5030095975274683,-1.113634120744201,Trung bình,Trung bình,Trung bình,Thấp,Thấp
C32,CIC39,HOSE,Công nghiệp,2024,-0.4659440606842697,-0.3660652495595017,0.0172226542507337,-0.4744303187837774,-0.356968751076379,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
C47,Xây dựng 47,HOSE,Công nghiệp,2020,-0.6158105353399962,1.2207217608528482,,0.1473053191377302,-0.2395548717520886,Thấp,Cao,Không xác định,Trung bình,Trung bình
C47,Xây dựng 47,HOSE,Công nghiệp,2021,-0.312202014116159,1.081572750244449,-0.1779041985361904,-0.0419369010484232,-0.129481130017511,Trung bình,Cao,Trung bình,Trung bình,Trung bình
C47,Xây dựng 47,HOSE,Công nghiệp,2022,-0.4639115441050734,1.8713674114111856,-0.281993751279508,-0.1015471218477973,-0.3012148148420991,Trung bình,Cao,Trung bình,Trung bình,Trung bình
C47,Xây dựng 47,HOSE,Công nghiệp,2023,-0.4793774793626157,0.7693384780477506,-0.2150682707910759,-0.0097292058716369,-0.530291677647266,Trung bình,Cao,Trung bình,Trung bình,Thấp
C47,Xây dựng 47,HOSE,Công nghiệp,2024,-0.3565119443746822,1.057221088660738,-0.3512170412716719,0.0166705092436548,-0.4362624833582791,Trung bình,Cao,Trung bình,Trung bình,Trung bình
CAV,Dây cáp điện Việt Nam,HOSE,Công nghiệp,2020,-0.5384903077049293,0.2500773590600959,,1.2951953371692135,0.3349546879291605,Thấp,Trung bình,Không xác định,Cao,Trung bình
CAV,Dây cáp điện Việt Nam,HOSE,Công nghiệp,2021,-0.3697774743035316,0.6814611560543193,0.5479166460364224,1.2782478659394434,0.2206165920714942,Trung bình,Cao,Cao,Cao,Trung bình
CAV,Dây cáp điện Việt Nam,HOSE,Công nghiệp,2022,-0.4837707944935863,0.0985474653989952,0.7315316701956247,1.1354785318239788,0.2317009516779417,Trung bình,Trung bình,Cao,Cao,Trung bình
CCI,CIDICO,HOSE,Tiện ích Cộng đồng,2020,2.8169097637052314,0.4030096464303789,,-0.861853179848094,-0.1081176674766196,Cao,Trung bình,Không xác định,Thấp,Trung bình
