Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Liquidity_State,Leverage_State,Efficiency_State,Size_State,Profitability_State
TPB,TPBank,HOSE,Ngân hàng,2023,,0.1560609632172779,,-0.3153001116893373,,Không xác định,Trung bình,Không xác định,Trung bình,Không xác định
TPB,TPBank,HOSE,Ngân hàng,2024,,0.0224808747561605,,-0.3249681155852909,,Không xác định,Trung bình,Không xác định,Trung bình,Không xác định
TPC,Nhựa Tân Đại Hưng,HOSE,Nguyên vật liệu,2020,-0.2431725233877604,0.0676479566840683,,-0.5228253258870851,-0.2360647472870313,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
TPC,Nhựa Tân Đại Hưng,HOSE,Nguyên vật liệu,2021,-0.3162005077956748,0.0452972469075058,-0.0437562128629681,-0.5333965516145253,-0.74574327627488,Trung bình,Trung bình,Trung bình,Thấp,Thấp
TPC,Nhựa Tân Đại Hưng,HOSE,Nguyên vật liệu,2022,-0.3127533262577251,-0.0736602610891683,0.0857433291300399,-0.6510798916407713,-0.1072327051175318,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
TPC,Nhựa Tân Đại Hưng,HOSE,Nguyên vật liệu,2023,-0.4019870168690665,-0.1611155901170935,0.3006976294122546,-0.9268548182990584,-1.3082658992605516,Trung bình,Trung bình,Trung bình,Thấp,Thấp
TPC,Nhựa Tân Đại Hưng,HOSE,Nguyên vật liệu,2024,-0.2786626151794288,0.2276692144860011,-0.2222692180651477,-0.9504733205608462,-0.2135842819375657,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
TRA,Traphaco,HOSE,Dược phẩm và Y tế,2020,-0.0835453658780075,-0.3018122613231063,,0.3412032332954527,0.705715533018159,Trung bình,Trung bình,Không xác định,Trung bình,Cao
TRA,Traphaco,HOSE,Dược phẩm và Y tế,2021,0.2142132687928319,-0.3166520939027131,0.8119466949179777,0.4360217964135486,1.045336857464202,Trung bình,Trung bình,Cao,Trung bình,Cao
TRA,Traphaco,HOSE,Dược phẩm và Y tế,2022,0.5709422528835643,-0.5301657221221872,0.8525455374055501,0.5356430519978183,0.9774886191188168,Cao,Thấp,Cao,Cao,Cao
TRA,Traphaco,HOSE,Dược phẩm và Y tế,2023,-0.1031909794896424,-0.1813763779061358,0.690285459747995,0.4967142356771988,0.921832825460516,Trung bình,Trung bình,Cao,Trung bình,Cao
TRA,Traphaco,HOSE,Dược phẩm và Y tế,2024,-0.0337639161446467,-0.2633372204861058,0.8080485717641095,0.549392357428869,0.8948566651159308,Trung bình,Trung bình,Cao,Cao,Cao
TRC,Cao su Tây Ninh,HOSE,Nguyên vật liệu,2020,0.2065211336795568,-0.3490235673633223,,-0.4197715395763,0.2417891769247595,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
TRC,Cao su Tây Ninh,HOSE,Nguyên vật liệu,2021,0.0637411970657915,-0.4383667808885853,-0.4943459733697959,-0.4036811079534721,0.0902149804343206,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TRC,Cao su Tây Ninh,HOSE,Nguyên vật liệu,2022,-0.1736444754620172,-0.3803398883635825,-0.4118800259029099,-0.4702687726319585,0.1707099788613686,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TRC,Cao su Tây Ninh,HOSE,Nguyên vật liệu,2023,0.0576424589642441,-0.2569636421611412,-0.3783038419393962,-0.4149699124834442,0.2597284082054269,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TRC,Cao su Tây Ninh,HOSE,Nguyên vật liệu,2024,0.0818270007996446,-0.4430598730779979,-0.396908535788731,-0.2740624571196018,0.4945047322174999,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TSC,Kỹ thuật NN Cần Thơ,HOSE,Nguyên vật liệu,2020,0.4141930815677341,-0.4190784667009239,,-0.3414412376550448,-0.4685734035296032,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
TSC,Kỹ thuật NN Cần Thơ,HOSE,Nguyên vật liệu,2021,0.0090943816835188,-0.4995099903844914,-0.6769830727296935,-0.2883501076157484,0.2070040817730133,Trung bình,Trung bình,Thấp,Trung bình,Trung bình
TSC,Kỹ thuật NN Cần Thơ,HOSE,Nguyên vật liệu,2022,0.2907131259600283,-0.4393220488647347,-0.64316090635268,-0.1869370590933114,-0.4508069670468482,Trung bình,Trung bình,Thấp,Trung bình,Trung bình
TSC,Kỹ thuật NN Cần Thơ,HOSE,Nguyên vật liệu,2023,0.0542511441028014,-0.2516130544081962,-0.4852094853244594,-0.3299038745369791,-0.3710302596056176,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TSC,Kỹ thuật NN Cần Thơ,HOSE,Nguyên vật liệu,2024,0.0065537822679642,-0.3976257878189351,-0.4580481017496139,-0.2260536595009157,-0.3611408397065447,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TTA,XD và PT Trường Thành,HOSE,Tiện ích Cộng đồng,2020,-0.6518885765607677,1.030199368410478,,-0.0299410335982173,-0.043413267235454,Thấp,Cao,Không xác định,Trung bình,Trung bình
TTA,XD và PT Trường Thành,HOSE,Tiện ích Cộng đồng,2021,-0.7386572689269046,0.1498048932560854,,-0.0117167024875267,-0.4461626096105005,Thấp,Trung bình,Không xác định,Trung bình,Trung bình
TTA,XD và PT Trường Thành,HOSE,Tiện ích Cộng đồng,2022,-0.6182170018860401,0.1074386017073608,,-0.0356738208051473,-0.2695594756238963,Thấp,Trung bình,Không xác định,Trung bình,Trung bình
TTA,XD và PT Trường Thành,HOSE,Tiện ích Cộng đồng,2023,-0.8272526835367633,0.4602068544539084,,-0.128886582045108,-0.4955430483012921,Thấp,Trung bình,Không xác định,Trung bình,Trung bình
TTA,XD và PT Trường Thành,HOSE,Tiện ích Cộng đồng,2024,-0.5551949717324686,-0.1901221785890755,,-0.0726204302088297,0.1824503441563909,Thấp,Trung bình,Không xác định,Trung bình,Trung bình
TTB,Tập đoàn Tiến Bộ,HOSE,Công nghiệp,2020,-0.3814102814776434,-1.02646031169503,,-0.1930765034773892,-0.3303529807655462,Trung bình,Thấp,Không xác định,Trung bình,Trung bình
TTB,Tập đoàn Tiến Bộ,HOSE,Công nghiệp,2021,-0.366614389500673,0.0378564196785659,-0.0056708004849555,0.0526324524293379,-0.6646479854748071,Trung bình,Trung bình,Trung bình,Trung bình,Thấp
TTB,Tập đoàn Tiến Bộ,HOSE,Công nghiệp,2022,-0.4158586139611608,-0.8183665002208982,-0.1510792630333157,0.1199380069872054,-0.377847615780584,Trung bình,Thấp,Trung bình,Trung bình,Trung bình
TTE,ĐT Năng lượng Trường Thịnh,HOSE,Tiện ích Cộng đồng,2020,-0.5406954188730356,0.4271450299500789,,-1.0405816502408518,-1.8241675777745008,Thấp,Trung bình,Không xác định,Thấp,Thấp
TTE,ĐT Năng lượng Trường Thịnh,HOSE,Tiện ích Cộng đồng,2021,0.0250175669512837,2.412938064292411,,-1.001016278335372,-0.4146096443233728,Trung bình,Cao,Không xác định,Thấp,Trung bình
TTE,ĐT Năng lượng Trường Thịnh,HOSE,Tiện ích Cộng đồng,2022,-0.7256318905465989,0.4826925344246828,,-0.9746461432393873,-0.6675837216527052,Thấp,Trung bình,Không xác định,Thấp,Thấp
TTE,ĐT Năng lượng Trường Thịnh,HOSE,Tiện ích Cộng đồng,2023,-0.3390283040851267,0.4518362797028333,,-1.0324670298675689,-1.0632971897568646,Trung bình,Trung bình,Không xác định,Thấp,Thấp
TTE,ĐT Năng lượng Trường Thịnh,HOSE,Tiện ích Cộng đồng,2024,-0.661838306920012,-0.0207331397832182,,-1.1352759342462448,-1.0936952884101854,Thấp,Trung bình,Không xác định,Thấp,Thấp
TTF,Gỗ Trường Thành,HOSE,Nguyên vật liệu,2020,-0.3572712064102883,-3.117390759403138,,0.0104157078655203,-0.6093288209117221,Trung bình,Thấp,Không xác định,Trung bình,Thấp
TTF,Gỗ Trường Thành,HOSE,Nguyên vật liệu,2021,-0.3476970551614773,3.592688032642127,-0.3502183943204601,0.1051762225965121,-1.0054161574887843,Trung bình,Cao,Trung bình,Trung bình,Thấp
TTF,Gỗ Trường Thành,HOSE,Nguyên vật liệu,2022,-0.30322547726488,3.6538268281400255,-0.192016575716729,0.1029499546687265,-0.2831929082996877,Trung bình,Cao,Trung bình,Trung bình,Trung bình
TTF,Gỗ Trường Thành,HOSE,Nguyên vật liệu,2023,-0.4220603363420199,2.166300562990442,-0.3131591482728898,0.0426102776824098,-1.5053675167627727,Trung bình,Cao,Trung bình,Trung bình,Thấp
TTF,Gỗ Trường Thành,HOSE,Nguyên vật liệu,2024,-0.3667461421576778,2.9168517153918527,-0.33581555087718,-0.0480797174279106,-0.3685032716318938,Trung bình,Cao,Trung bình,Trung bình,Trung bình
TV2,Tư vấn XD Điện 2,HOSE,Công nghiệp,2020,-0.2850636097875358,0.1277454859997789,,0.7357311626906686,0.3733198128674089,Trung bình,Trung bình,Không xác định,Cao,Trung bình
TV2,Tư vấn XD Điện 2,HOSE,Công nghiệp,2021,-0.2922725874044692,0.4790275666434581,-0.1597732616428342,0.7948195345619998,0.3189142563641007,Trung bình,Trung bình,Trung bình,Cao,Trung bình
TV2,Tư vấn XD Điện 2,HOSE,Công nghiệp,2022,-0.3650785963835699,0.0314354389668836,-0.2949527377844911,0.2489879830296412,-0.2586112024216356,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TV2,Tư vấn XD Điện 2,HOSE,Công nghiệp,2023,-0.3500194866197855,-0.1220946817093895,-0.3309601091461448,0.1279481997095813,-0.3782633254365956,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TV2,Tư vấn XD Điện 2,HOSE,Công nghiệp,2024,-0.3671662871731927,-0.2725325455900581,-0.2823060483617189,0.1109871796463426,-0.2247578060756955,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TVB,Chứng khoán Trí Việt,HOSE,Tài chính,2020,0.6880211341577103,-0.3103331859864096,,-1.1080596616609553,0.6554966988879779,Cao,Trung bình,Không xác định,Thấp,Cao
TVB,Chứng khoán Trí Việt,HOSE,Tài chính,2021,0.6840651116967175,-0.5529793336852692,,-0.7082251498492935,1.1762057361391938,Cao,Thấp,Không xác định,Thấp,Cao
TVB,Chứng khoán Trí Việt,HOSE,Tài chính,2022,0.6477294371505691,-0.4389035450732456,,-1.0840581482910163,-0.169122132040703,Cao,Trung bình,Không xác định,Thấp,Trung bình
TVB,Chứng khoán Trí Việt,HOSE,Tài chính,2023,5.870682743017999,-0.5911600005448471,,-1.0656657660271325,0.351149447901379,Cao,Thấp,Không xác định,Thấp,Trung bình
TVB,Chứng khoán Trí Việt,HOSE,Tài chính,2024,4.7940101126052665,-0.586923073982827,,-0.9810159793420284,0.5693387871479789,Cao,Thấp,Không xác định,Thấp,Cao
TVS,Chứng khoán Thiên Việt,HOSE,Tài chính,2020,-0.5333378265626129,0.1634328956561052,,-0.1959326385670032,0.5878569878047638,Thấp,Trung bình,Không xác định,Trung bình,Cao
TVS,Chứng khoán Thiên Việt,HOSE,Tài chính,2021,-0.6401067939921917,0.5031453655197903,,0.0403811335048608,0.7090154158991641,Thấp,Cao,Không xác định,Trung bình,Cao
TVS,Chứng khoán Thiên Việt,HOSE,Tài chính,2022,-0.5507057467181448,0.7165433271836428,,0.1331767691006947,-0.1981975445100893,Thấp,Cao,Không xác định,Trung bình,Trung bình
TVS,Chứng khoán Thiên Việt,HOSE,Tài chính,2023,-0.2651673703397583,0.7606862926986939,,0.3867937028950618,0.1266844756420562,Trung bình,Cao,Không xác định,Trung bình,Trung bình
TVS,Chứng khoán Thiên Việt,HOSE,Tài chính,2024,-0.2122581000472542,0.4174905432107846,,0.0903837022422995,0.2076779807039548,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
TVT,May Việt Thắng,HOSE,Hàng Tiêu dùng,2020,-0.391137166647997,0.232122075455458,,-0.2076797736719106,-0.0971697056862114,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
TVT,May Việt Thắng,HOSE,Hàng Tiêu dùng,2021,-0.2794129716578752,-0.029123526550975,-0.2661994127660778,-0.3892125411973895,0.0877566858159535,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TVT,May Việt Thắng,HOSE,Hàng Tiêu dùng,2022,-0.2698154855470658,0.4056963774656007,-0.3094607571719532,-0.2784114983523519,-0.0995431246206878,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TVT,May Việt Thắng,HOSE,Hàng Tiêu dùng,2023,-0.3558703789724473,0.0565950925064083,-0.0655487698864514,-0.4052872161486609,-0.299500280124143,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TVT,May Việt Thắng,HOSE,Hàng Tiêu dùng,2024,-0.2908328810036475,0.1511638576341802,0.0072894031781444,-0.4455688069171188,-0.2343257762351187,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TYA,Dây và Cáp điện Taya,HOSE,Công nghiệp,2020,-0.2001728349055372,-0.224010862303439,,0.0125854859247147,0.2290386427665013,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
TYA,Dây và Cáp điện Taya,HOSE,Công nghiệp,2021,-0.2780080996880563,0.1450377217508394,0.3948464152929018,0.1393567726138876,0.0657951789796739,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TYA,Dây và Cáp điện Taya,HOSE,Công nghiệp,2022,-0.3299823894775496,0.2829565124540986,0.3693782252523063,0.0155811873515428,-0.1734370855934369,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
TYA,Dây và Cáp điện Taya,HOSE,Công nghiệp,2023,-0.3494697754932841,-0.0762285170188089,0.4109968541787143,-0.1191849539503099,-0.6907638044795391,Trung bình,Trung bình,Trung bình,Trung bình,Thấp
TYA,Dây và Cáp điện Taya,HOSE,Công nghiệp,2024,-0.3974496536906166,-0.0317610357304839,0.3289009248256243,-0.0043256550352572,0.1441006014230337,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
UIC,Phát triển Nhà và Đô thị IDICO,HOSE,Công nghiệp,2020,-0.3607564559831331,-0.2652295403406554,,-0.0575367446728609,0.4981414561207753,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
UIC,Phát triển Nhà và Đô thị IDICO,HOSE,Công nghiệp,2021,-0.2504703798503662,-0.3675277281913015,2.241646055944756,-0.1870245904934221,0.5491098745799922,Trung bình,Trung bình,Cao,Trung bình,Cao
UIC,Phát triển Nhà và Đô thị IDICO,HOSE,Công nghiệp,2022,-0.1223517020693181,-0.3283585570035532,1.922312875596848,-0.201797870155123,0.2487345430797478,Trung bình,Trung bình,Cao,Trung bình,Trung bình
UIC,Phát triển Nhà và Đô thị IDICO,HOSE,Tiện ích Cộng đồng,2023,0.1440470613752993,-0.2616608398699898,0.926868547727034,-0.3864472506927749,-0.271553405835054,Trung bình,Trung bình,Cao,Trung bình,Trung bình
UIC,Phát triển Nhà và Đô thị IDICO,HOSE,Tiện ích Cộng đồng,2024,-0.1688080993056776,-0.3291668573758542,0.7787776054744088,-0.2296253062669586,-0.0159377447744344,Trung bình,Trung bình,Cao,Trung bình,Trung bình
VAF,Phân lân Văn Điển,HOSE,Nguyên vật liệu,2020,0.006895174625688,-0.3322622315340603,,-0.6367911652470425,-0.2429546259635221,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
VAF,Phân lân Văn Điển,HOSE,Nguyên vật liệu,2021,0.0835524460383304,-0.3533849895536872,1.1089439799280387,-0.5933236136734075,-0.542011666099802,Trung bình,Trung bình,Cao,Thấp,Thấp
VAF,Phân lân Văn Điển,HOSE,Nguyên vật liệu,2022,0.0438378124393903,-0.3764323136579129,0.5618570929641931,-0.7065682909958295,0.1176892461685346,Trung bình,Trung bình,Cao,Thấp,Trung bình
VAF,Phân lân Văn Điển,HOSE,Nguyên vật liệu,2023,0.0930135283604445,-0.2329796460659563,1.1271162633278446,-0.6159398915432132,0.5675581975937848,Trung bình,Trung bình,Cao,Thấp,Cao
VAF,Phân lân Văn Điển,HOSE,Nguyên vật liệu,2024,-0.0485847580534331,-0.1165486881437992,1.9302041313219975,-0.3803105451003964,0.1329566806254822,Trung bình,Trung bình,Cao,Trung bình,Trung bình
VCA,Thép VICASA - VNSTEEL,HOSE,Nguyên vật liệu,2020,-0.0376406545848939,-0.2912941477834154,,-0.5287925389605884,-0.0016854167371744,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
VCA,Thép VICASA - VNSTEEL,HOSE,Nguyên vật liệu,2021,-0.3232539340266403,0.1258975304028274,1.2744245657293982,-0.3232295791957003,-0.2294556884478503,Trung bình,Trung bình,Cao,Trung bình,Trung bình
VCA,Thép VICASA - VNSTEEL,HOSE,Nguyên vật liệu,2022,-0.2852173471921548,-0.1825798219861614,1.6369988391365278,-0.5835953294449496,-0.3811196244031305,Trung bình,Trung bình,Cao,Thấp,Trung bình
VCA,Thép VICASA - VNSTEEL,HOSE,Nguyên vật liệu,2023,-0.2210775670753497,-0.1853221973938325,1.9623388952923653,-0.7367374963358198,-0.0817533216336648,Trung bình,Trung bình,Cao,Thấp,Trung bình
VCA,Thép VICASA - VNSTEEL,HOSE,Nguyên vật liệu,2024,-0.2579301648748519,-0.1916032958525431,1.248525131444931,-0.7644597320576832,-0.4304864610250876,Trung bình,Trung bình,Cao,Thấp,Trung bình
VCB,Vietcombank,HOSE,Ngân hàng,2020,,-0.0434818741635946,,0.8717226492030233,,Không xác định,Trung bình,Không xác định,Cao,Không xác định
VCB,Vietcombank,HOSE,Ngân hàng,2021,,-0.0698493289240668,,0.8108163669892909,,Không xác định,Trung bình,Không xác định,Cao,Không xác định
VCB,Vietcombank,HOSE,Ngân hàng,2022,,0.2765555338285512,,0.8434386149136986,,Không xác định,Trung bình,Không xác định,Cao,Không xác định
VCB,Vietcombank,HOSE,Ngân hàng,2023,,-0.4056521969837429,,0.7827017257863917,,Không xác định,Trung bình,Không xác định,Cao,Không xác định
VCB,Vietcombank,HOSE,Ngân hàng,2024,,-0.3120598034826743,,0.7642699942062425,,Không xác định,Trung bình,Không xác định,Cao,Không xác định
VCF,VinaCafé Biên Hòa,HOSE,Hàng Tiêu dùng,2020,0.328649400032609,-0.3922007736629875,,0.0568987241087518,2.873742124938289,Trung bình,Trung bình,Không xác định,Trung bình,Cao
VCF,VinaCafé Biên Hòa,HOSE,Hàng Tiêu dùng,2021,0.3530564212912906,-0.405480063310379,0.0501072309875092,-0.1173273800175629,1.9678316034539127,Trung bình,Trung bình,Trung bình,Trung bình,Cao
VCF,VinaCafé Biên Hòa,HOSE,Hàng Tiêu dùng,2022,0.6233917869833503,-0.4861109284495499,-0.4503773034106444,-0.1793250364044703,0.6269054650477833,Cao,Trung bình,Trung bình,Trung bình,Cao
VCF,VinaCafé Biên Hòa,HOSE,Hàng Tiêu dùng,2023,0.3471288467857392,-0.0398664060843434,0.2445989389244246,-0.061699602612026,1.0752045575442604,Trung bình,Trung bình,Trung bình,Trung bình,Cao
VCF,VinaCafé Biên Hòa,HOSE,Hàng Tiêu dùng,2024,-0.2557137807481225,-0.2098953576977831,-0.0132422697778637,-0.0831438945141457,0.9957203322402964,Trung bình,Trung bình,Trung bình,Trung bình,Cao
VCG,VINACONEX,HOSE,Công nghiệp,2020,-0.3210712065717913,0.086016771579978,,1.5699522292349828,0.4343904877391463,Trung bình,Trung bình,Không xác định,Cao,Trung bình
VCG,VINACONEX,HOSE,Công nghiệp,2021,-0.2520716272321177,1.079465157984573,-0.4171833841827567,1.6651322927221668,-0.3945446443863079,Trung bình,Cao,Trung bình,Cao,Trung bình
VCG,VINACONEX,HOSE,Công nghiệp,2022,-0.3602792271499108,0.5357130649599227,-0.3540388900244285,1.7435631813539247,-0.132522748742362,Trung bình,Cao,Trung bình,Cao,Trung bình
VCG,VINACONEX,HOSE,Công nghiệp,2023,-0.3730648569507711,0.3138784559907153,-0.2973114045051967,1.854556085200309,-0.4589506635120032,Trung bình,Trung bình,Trung bình,Cao,Trung bình
VCG,VINACONEX,HOSE,Công nghiệp,2024,-0.4564629800997342,0.1342845831000943,-0.3037570304182354,1.6859403961738892,-0.0402750018613819,Trung bình,Trung bình,Trung bình,Cao,Trung bình
VCI,Chứng khoán Vietcap,HOSE,Tài chính,2020,-0.3361082185101158,-0.2226406236427269,,0.3689251445332256,0.959211059992361,Trung bình,Trung bình,Không xác định,Trung bình,Cao
VCI,Chứng khoán Vietcap,HOSE,Tài chính,2021,-0.5219271846661911,-0.0840344230291469,,0.7043748212640172,0.5877925084017198,Thấp,Trung bình,Không xác định,Cao,Cao
VCI,Chứng khoán Vietcap,HOSE,Tài chính,2022,-0.2165691164781567,-0.0938747011223633,,0.5903556474698649,0.5890632282063232,Trung bình,Trung bình,Không xác định,Cao,Cao
VCI,Chứng khoán Vietcap,HOSE,Tài chính,2023,-0.2340682241753415,-0.150562464626663,,0.6274979814884754,0.0185817160853985,Trung bình,Trung bình,Không xác định,Cao,Trung bình
